query,pos_context,neg_context
"maintenance: {
              ""summary"": str = Field(description= MAINTENANCE CHECKS),
              ""scheduledInspections"": [
                {
                  ""title"": str = Field(description= Title of the scheduled MAINTENANCE CHECKS.' ),
                  ""performedDate"": DateTime = Field(description= Oldest Date DD/MM/YYYY of the MAINTENANCE CHECK),
                  ""performedHours"": int = Field(description= Number of performed Hours at the time of the Last MAINTENANCE CHECK),
                  ""dueDate"": DateTime = Field(description= Due Date DD/MM/YYYY of the next planed MAINTENANCE CHECK),
                  ""dueHoursOrCycles"": int = Field(description= Number of Hours Cycles to the next planed MAINTENANCE CHECK)
                }
              ]
            }","by recommended not applicable 145leg-38-0035 rev 01), service bulletin mos 29-sep-2016 hrs/msc - afl sb 145leg-45-0001 rev central maintenance computer (cmc) - upgrade to new pn 251-116-013-011, service bulletin complied with - at manufacture 01 mos 26-feb-2014 20-may-2003 hrs/msc - 0 afl 0 sb 145leg-45-0002 rev central maintenance system -","emb-135bj - legacy 650 master ad/si report s/n 14501198 n1977h owner: libertatum, llc operator: jet edge operator: western air charter inc dba jet edge address: 16700c roscoe blvd. van nuys address: 16700 c roscoe blvd address: 16700 c roscoe blvd ca 91406 van nuys ca 91406 van nuys ca 91406"
"maintenance: {
              ""summary"": str = Field(description= MAINTENANCE CHECKS),
              ""scheduledInspections"": [
                {
                  ""title"": str = Field(description= Title of the scheduled MAINTENANCE CHECKS.' ),
                  ""performedDate"": DateTime = Field(description= Oldest Date DD/MM/YYYY of the MAINTENANCE CHECK),
                  ""performedHours"": int = Field(description= Number of performed Hours at the time of the Last MAINTENANCE CHECK),
                  ""dueDate"": DateTime = Field(description= Due Date DD/MM/YYYY of the next planed MAINTENANCE CHECK),
                  ""dueHoursOrCycles"": int = Field(description= Number of Hours Cycles to the next planed MAINTENANCE CHECK)
                }
              ]
            }",amm 28-26-21 28-26-21-710-001-a01s operationally check forward tanks low level sensor (l650 only) service ata:28 24s (+15d/-15d) mos 10-may-22 low utilization 1000s (+20/-20) hrs 1665.9 afl 1013 proc. ref: amm 28-26-21 pkg:5004 s-suppressed m-manual u-user ex-excluded ?-insufficient information requirement *-estimated due(new requirement) (eff)-effective c/w due task task © camp systems 121,"emb-135bj - legacy 650 master ad/si report s/n 14501198 n1977h owner: libertatum, llc operator: jet edge operator: western air charter inc dba jet edge address: 16700c roscoe blvd. van nuys address: 16700 c roscoe blvd address: 16700 c roscoe blvd ca 91406 van nuys ca 91406 van nuys ca 91406"
"maintenance: {
              ""summary"": str = Field(description= MAINTENANCE CHECKS),
              ""scheduledInspections"": [
                {
                  ""title"": str = Field(description= Title of the scheduled MAINTENANCE CHECKS.' ),
                  ""performedDate"": DateTime = Field(description= Oldest Date DD/MM/YYYY of the MAINTENANCE CHECK),
                  ""performedHours"": int = Field(description= Number of performed Hours at the time of the Last MAINTENANCE CHECK),
                  ""dueDate"": DateTime = Field(description= Due Date DD/MM/YYYY of the next planed MAINTENANCE CHECK),
                  ""dueHoursOrCycles"": int = Field(description= Number of Hours Cycles to the next planed MAINTENANCE CHECK)
                }
              ]
            }",(ssi 53-10-20).note: applicable to aircraft post-mod. s.b.145leg-00-0007 or with an equivalent modification factory-incorpo- rated and post- mod. s.b.145leg- 53-0030 or with an equivalent modification factory incorporated. t:192s (+15d/- mos 26-feb-14 low utilization 15d) t:8000s (+20/- hrs 0 20) t:4000s (+20/- afl 0 20) proc. ref: ndt 53-12-00 pkg:5017 53-21-00-210-c01-l00s general,"emb-135bj - legacy 650 master ad/si report s/n 14501198 n1977h owner: libertatum, llc operator: jet edge operator: western air charter inc dba jet edge address: 16700c roscoe blvd. van nuys address: 16700 c roscoe blvd address: 16700 c roscoe blvd ca 91406 van nuys ca 91406 van nuys ca 91406"
"maintenance: {
              ""summary"": str = Field(description= MAINTENANCE CHECKS),
              ""scheduledInspections"": [
                {
                  ""title"": str = Field(description= Title of the scheduled MAINTENANCE CHECKS.' ),
                  ""performedDate"": DateTime = Field(description= Oldest Date DD/MM/YYYY of the MAINTENANCE CHECK),
                  ""performedHours"": int = Field(description= Number of performed Hours at the time of the Last MAINTENANCE CHECK),
                  ""dueDate"": DateTime = Field(description= Due Date DD/MM/YYYY of the next planed MAINTENANCE CHECK),
                  ""dueHoursOrCycles"": int = Field(description= Number of Hours Cycles to the next planed MAINTENANCE CHECK)
                }
              ]
            }","service ata:79 mos 11-jul-13 system 8000 (8000) hrs 0 5895.3 7974.6 enc 0 proc. ref: mm 79-37-10, amm 79-34-01 79-37-00-720-001-a00 no. 1 engine - functionally check oil filter impeding bypass indicating system service ata:79 mos 11-jul-13 system 8000 (8000) hrs 0 5895.3 7974.6 enc 0 proc. ref: mm 79-37-15, amm","emb-135bj - legacy 650 master ad/si report s/n 14501198 n1977h owner: libertatum, llc operator: jet edge operator: western air charter inc dba jet edge address: 16700c roscoe blvd. van nuys address: 16700 c roscoe blvd address: 16700 c roscoe blvd ca 91406 van nuys ca 91406 van nuys ca 91406"
"avionics: [
              str = Field(description= avionics of the Aircraft or the plane)""
            ]",radio management unit waas/lpv artex c406 emergency locator transmitter tcas 7.1 acss tcas 2000 w/ change 7.1 dual digital clocks dual honeywell az-950 adc’s l3 solid state cvr/fdr honeywell make v egpws/windshear detection integrated stand-by instrument system weather radar wx-880 dual honeywell krx-1053 hf radio w/selcal compatibility info@jetedgepartners.com |+1410 928,"low utilization 500s (+20/-20) hrs 1665.9 afl 1013 proc. ref: amm 27-53-00 pkg:5002 wo#: 16505-1977h-mxsc 27-53-00-710-002-a00s operationally check ""takeoff flaps"" aural warning and no takeoff configuration visual warning service ata:27 12s (+15d/-15d) mos 10-may-22 low utilization 500s (+20/-20) hrs 1665.9 afl 1013 proc. ref: amm 27-53-00 pkg:5002 wo#: 16505-1977h-mxsc 27-62-00-720-001-a00s"
"avionics: [
              str = Field(description= avionics of the Aircraft or the plane)""
            ]",acss tcas 2000 w/ change 7.1 dual digital clocks dual honeywell az-950 adc’s l3 solid state cvr/fdr honeywell make v egpws/windshear detection integrated stand-by instrument system weather radar wx-880 dual honeywell krx-1053 hf radio w/selcal compatibility 2015 legacy 650 s/n14501198| n1977h: info@jetedgepartners.com |+1410 928 4022 | www.jetedgepartners.com 2015 legacy 650,"low utilization 500s (+20/-20) hrs 1665.9 afl 1013 proc. ref: amm 27-53-00 pkg:5002 wo#: 16505-1977h-mxsc 27-53-00-710-002-a00s operationally check ""takeoff flaps"" aural warning and no takeoff configuration visual warning service ata:27 12s (+15d/-15d) mos 10-may-22 low utilization 500s (+20/-20) hrs 1665.9 afl 1013 proc. ref: amm 27-53-00 pkg:5002 wo#: 16505-1977h-mxsc 27-62-00-720-001-a00s"
"avionics: [
              str = Field(description= avionics of the Aircraft or the plane)""
            ]",dual honeywell rnz-851 navigation system (nav/adf/dme) dual stall protection systems dual honeywell transponders & airborne audio system navigation and compliance dual honeywell nz-2000 fms with 6.1 software ads-b out dual honeywell laserefiv irs fans 1/a cpdlc dual honeywell rm-855 radio management unit waas/lpv artex c406 emergency locator transmitter tcas 7.1,"low utilization 500s (+20/-20) hrs 1665.9 afl 1013 proc. ref: amm 27-53-00 pkg:5002 wo#: 16505-1977h-mxsc 27-53-00-710-002-a00s operationally check ""takeoff flaps"" aural warning and no takeoff configuration visual warning service ata:27 12s (+15d/-15d) mos 10-may-22 low utilization 500s (+20/-20) hrs 1665.9 afl 1013 proc. ref: amm 27-53-00 pkg:5002 wo#: 16505-1977h-mxsc 27-62-00-720-001-a00s"
"avionics: [
              str = Field(description= avionics of the Aircraft or the plane)""
            ]",flight data acquisition unit triple honeywell rcz-833 communications system (8.33 khz) dual stall protection systems dual honeywell rnz-851 navigation system (nav/adf/dme) dual honeywell transponders & airborne audio system navigation and compliance dual honeywell nz-2000 fms with 6.1 software ads-b out dual honeywell laserefiv irs fans 1/a cpdlc dual honeywell rm-855,"low utilization 500s (+20/-20) hrs 1665.9 afl 1013 proc. ref: amm 27-53-00 pkg:5002 wo#: 16505-1977h-mxsc 27-53-00-710-002-a00s operationally check ""takeoff flaps"" aural warning and no takeoff configuration visual warning service ata:27 12s (+15d/-15d) mos 10-may-22 low utilization 500s (+20/-20) hrs 1665.9 afl 1013 proc. ref: amm 27-53-00 pkg:5002 wo#: 16505-1977h-mxsc 27-62-00-720-001-a00s"
"avionics: [
              str = Field(description= avionics of the Aircraft or the plane)""
            ]",4022 | www.jetedgepartners.com specificationsanddescriptionsareprovidedasintroductoryinformationonlyanddonotconstituterepresentationsorwarranties.verificationofspecificationsremainthesoleresponsibilityofpurchaser. [extracted table] 2015 legacy 650 s/n14501198| n1977h: avionics avionics (cont.) 5 tube honeywell efis/eicas 8x7 color lcd displays single radio altimeter honeywell dual ic’s/flight director/single autopilot cat i and ii autopilot/flight director triple honeywell rcz-833 communications system (8.33 khz) afdau – auxiliary flight data acquisition unit,"low utilization 500s (+20/-20) hrs 1665.9 afl 1013 proc. ref: amm 27-53-00 pkg:5002 wo#: 16505-1977h-mxsc 27-53-00-710-002-a00s operationally check ""takeoff flaps"" aural warning and no takeoff configuration visual warning service ata:27 12s (+15d/-15d) mos 10-may-22 low utilization 500s (+20/-20) hrs 1665.9 afl 1013 proc. ref: amm 27-53-00 pkg:5002 wo#: 16505-1977h-mxsc 27-62-00-720-001-a00s"
"avionics: [
              str = Field(description= avionics of the Aircraft or the plane)""
            ]","part iii (superseded by sb 145leg-34-0027 rev 05), service bulletin - xm weather system activation mos 10-may-2013 hrs/msc - afl sb 145leg-34-0027 rev navigation - xm weather system provisions installation and activation (superseded by sb optional not applicable 04 part iv 145leg-34-0027 rev 05), service bulletin xm weather system full","low utilization 500s (+20/-20) hrs 1665.9 afl 1013 proc. ref: amm 27-53-00 pkg:5002 wo#: 16505-1977h-mxsc 27-53-00-710-002-a00s operationally check ""takeoff flaps"" aural warning and no takeoff configuration visual warning service ata:27 12s (+15d/-15d) mos 10-may-22 low utilization 500s (+20/-20) hrs 1665.9 afl 1013 proc. ref: amm 27-53-00 pkg:5002 wo#: 16505-1977h-mxsc 27-62-00-720-001-a00s"
"features: [
              str = Field(description= features of the Aircraft or the plane)""
            ]",2015 legacy 650 sn 14501198 | n1977h 2015 legacy 650 s/n14501198| n1977h aircraft highlights  engines enrolled on rolls royce corporate care  embraer executive care enhanced  fans 1/a cpdlc  nz 2000 fms 6.1 software (waas/lpv)  gogo avance l5 high speed us domestic wi-fi  ovation cabin,"emb-135bj - legacy 650 master ad/si report s/n 14501198 n1977h owner: libertatum, llc operator: jet edge operator: western air charter inc dba jet edge address: 16700c roscoe blvd. van nuys address: 16700 c roscoe blvd address: 16700 c roscoe blvd ca 91406 van nuys ca 91406 van nuys ca 91406"
"features: [
              str = Field(description= features of the Aircraft or the plane)""
            ]",dual honeywell rnz-851 navigation system (nav/adf/dme) dual stall protection systems dual honeywell transponders & airborne audio system navigation and compliance dual honeywell nz-2000 fms with 6.1 software ads-b out dual honeywell laserefiv irs fans 1/a cpdlc dual honeywell rm-855 radio management unit waas/lpv artex c406 emergency locator transmitter tcas 7.1,"emb-135bj - legacy 650 master ad/si report s/n 14501198 n1977h owner: libertatum, llc operator: jet edge operator: western air charter inc dba jet edge address: 16700c roscoe blvd. van nuys address: 16700 c roscoe blvd address: 16700 c roscoe blvd ca 91406 van nuys ca 91406 van nuys ca 91406"
